User_ID,Latitude,Longitude,Altitude,Date,Time,Timestamp
IND-USR-001,16.50622,80.647062,39.7,2026-08-02,16:07:00,2026-08-02 16:07:00
IND-USR-001,16.500539,80.646317,189.3,2026-08-02,16:12:00,2026-08-02 16:12:00
IND-USR-001,16.504829,80.644791,304.9,2026-08-02,16:28:00,2026-08-02 16:28:00
IND-USR-001,16.505555,80.649616,398.2,2026-08-02,16:34:00,2026-08-02 16:34:00
IND-USR-001,16.513745,80.648698,395.8,2026-08-02,16:42:00,2026-08-02 16:42:00
IND-USR-001,16.50723,80.647702,830.4,2026-08-02,16:59:00,2026-08-02 16:59:00
IND-USR-001,16.498525,80.647894,673.4,2026-08-02,17:02:00,2026-08-02 17:02:00
IND-USR-001,16.506441,80.657853,204.9,2026-08-02,17:20:00,2026-08-02 17:20:00
IND-USR-001,16.505431,80.649206,948.2,2026-08-02,17:32:00,2026-08-02 17:32:00
IND-USR-001,16.506061,80.643325,503.9,2026-08-02,17:49:00,2026-08-02 17:49:00
IND-USR-001,16.510771,80.651008,909.3,2026-08-02,18:01:00,2026-08-02 18:01:00
IND-USR-001,16.509364,80.644362,867.4,2026-08-02,18:17:00,2026-08-02 18:17:00
IND-USR-001,16.511811,80.642393,523.5,2026-08-02,18:29:00,2026-08-02 18:29:00
IND-USR-001,16.508547,80.656762,583.5,2026-08-02,18:39:00,2026-08-02 18:39:00
IND-USR-001,16.502238,80.645735,909.9,2026-08-02,18:47:00,2026-08-02 18:47:00
IND-USR-001,16.506599,80.645986,534.6,2026-08-02,18:57:00,2026-08-02 18:57:00
IND-USR-001,17.680597,83.218774,895.0,2026-08-02,19:06:00,2026-08-02 19:06:00
IND-USR-001,17.682551,83.220394,734.9,2026-08-02,19:17:00,2026-08-02 19:17:00
IND-USR-001,17.683122,83.2247,658.8,2026-08-02,19:25:00,2026-08-02 19:25:00
IND-USR-001,17.683667,83.217212,308.0,2026-08-02,19:42:00,2026-08-02 19:42:00
IND-USR-001,17.690054,83.213577,536.9,2026-08-02,19:55:00,2026-08-02 19:55:00
IND-USR-001,17.68771,83.223729,280.5,2026-08-02,20:05:00,2026-08-02 20:05:00
IND-USR-001,17.68037,83.219239,646.0,2026-08-02,20:25:00,2026-08-02 20:25:00
IND-USR-001,17.68784,83.221627,852.0,2026-08-02,20:39:00,2026-08-02 20:39:00
IND-USR-001,17.681852,83.213218,779.3,2026-08-02,20:53:00,2026-08-02 20:53:00
IND-USR-001,17.688888,83.219688,283.0,2026-08-02,20:59:00,2026-08-02 20:59:00
IND-USR-001,17.687802,83.219886,908.0,2026-08-02,21:10:00,2026-08-02 21:10:00
IND-USR-001,17.68408,83.219429,335.6,2026-08-02,21:14:00,2026-08-02 21:14:00
IND-USR-001,17.687972,83.215643,626.6,2026-08-02,21:30:00,2026-08-02 21:30:00
IND-USR-001,17.694263,83.220395,211.1,2026-08-02,21:47:00,2026-08-02 21:47:00
IND-USR-001,17.682035,83.221126,264.9,2026-08-02,22:06:00,2026-08-02 22:06:00
IND-USR-001,17.682901,83.221648,664.4,2026-08-02,22:25:00,2026-08-02 22:25:00
IND-USR-001,17.691434,83.215217,112.7,2026-08-02,22:31:00,2026-08-02 22:31:00
IND-USR-001,17.690654,83.220151,234.9,2026-08-02,22:51:00,2026-08-02 22:51:00
IND-USR-001,17.690088,83.226087,639.6,2026-08-02,22:54:00,2026-08-02 22:54:00
IND-USR-001,17.685818,83.215485,222.1,2026-08-02,23:12:00,2026-08-02 23:12:00
IND-USR-001,17.683242,83.215237,59.3,2026-08-02,23:21:00,2026-08-02 23:21:00
IND-USR-001,17.686492,83.219865,320.5,2026-08-02,23:36:00,2026-08-02 23:36:00
IND-USR-001,17.687907,83.221809,104.5,2026-08-02,23:53:00,2026-08-02 23:53:00
IND-USR-001,17.686852,83.224314,14.9,2026-08-02,23:59:00,2026-08-02 23:59:00
IND-USR-001,17.685741,83.229381,929.2,2026-08-03,00:18:00,2026-08-03 00:18:00
IND-USR-001,17.689303,83.215071,392.5,2026-08-03,00:25:00,2026-08-03 00:25:00
IND-USR-001,17.682516,83.22043,458.8,2026-08-03,00:42:00,2026-08-03 00:42:00
IND-USR-001,17.685906,83.221356,720.6,2026-08-03,00:50:00,2026-08-03 00:50:00
IND-USR-001,17.688693,83.218209,311.9,2026-08-03,01:01:00,2026-08-03 01:01:00
IND-USR-001,17.683413,83.212441,863.5,2026-08-03,01:04:00,2026-08-03 01:04:00
IND-USR-001,17.685014,83.221926,623.2,2026-08-03,01:08:00,2026-08-03 01:08:00
IND-USR-001,17.687656,83.213517,513.0,2026-08-03,01:17:00,2026-08-03 01:17:00
IND-USR-002,17.687493,83.220041,839.3,2026-08-01,06:15:00,2026-08-01 06:15:00
IND-USR-002,17.683265,83.219115,887.9,2026-08-01,06:22:00,2026-08-01 06:22:00
IND-USR-002,17.687033,83.213928,947.3,2026-08-01,06:25:00,2026-08-01 06:25:00
IND-USR-002,17.688231,83.220743,750.7,2026-08-01,06:39:00,2026-08-01 06:39:00
IND-USR-002,17.691132,83.222715,890.4,2026-08-01,06:46:00,2026-08-01 06:46:00
IND-USR-002,17.681289,83.214749,834.1,2026-08-01,06:57:00,2026-08-01 06:57:00
IND-USR-002,17.68886,83.220555,290.5,2026-08-01,06:59:00,2026-08-01 06:59:00
IND-USR-002,17.68886,83.233911,882.7,2026-08-01,07:04:00,2026-08-01 07:04:00
IND-USR-002,17.689084,83.223042,277.5,2026-08-01,07:16:00,2026-08-01 07:16:00
IND-USR-002,17.690616,83.221106,502.9,2026-08-01,07:35:00,2026-08-01 07:35:00
IND-USR-002,17.685539,83.221536,810.0,2026-08-01,07:41:00,2026-08-01 07:41:00
IND-USR-002,17.683709,83.217553,266.5,2026-08-01,07:57:00,2026-08-01 07:57:00
IND-USR-002,16.504259,80.648327,320.8,2026-08-01,08:02:00,2026-08-01 08:02:00
IND-USR-002,16.515459,80.640531,619.4,2026-08-01,08:18:00,2026-08-01 08:18:00
IND-USR-002,16.508945,80.641549,23.2,2026-08-01,08:25:00,2026-08-01 08:25:00
IND-USR-002,16.504312,80.652356,753.3,2026-08-01,08:37:00,2026-08-01 08:37:00
IND-USR-002,16.506457,80.643689,643.9,2026-08-01,08:57:00,2026-08-01 08:57:00
IND-USR-002,16.503339,80.650718,175.0,2026-08-01,09:05:00,2026-08-01 09:05:00
IND-USR-002,16.503279,80.648866,787.4,2026-08-01,09:19:00,2026-08-01 09:19:00
IND-USR-002,16.506382,80.645394,318.3,2026-08-01,09:37:00,2026-08-01 09:37:00
IND-USR-002,16.514776,80.650536,639.1,2026-08-01,09:51:00,2026-08-01 09:51:00
IND-USR-002,16.498099,80.648746,932.8,2026-08-01,09:58:00,2026-08-01 09:58:00
IND-USR-002,16.503553,80.65141,314.2,2026-08-01,10:15:00,2026-08-01 10:15:00
IND-USR-002,16.50303,80.647541,16.4,2026-08-01,10:24:00,2026-08-01 10:24:00
IND-USR-002,16.50822,80.651463,231.4,2026-08-01,10:38:00,2026-08-01 10:38:00
IND-USR-002,16.501399,80.646662,906.8,2026-08-01,10:48:00,2026-08-01 10:48:00
IND-USR-002,16.5043,80.645387,557.5,2026-08-01,10:59:00,2026-08-01 10:59:00
IND-USR-002,16.513262,80.64962,20.7,2026-08-01,11:19:00,2026-08-01 11:19:00
IND-USR-002,16.501156,80.651671,661.2,2026-08-01,11:32:00,2026-08-01 11:32:00
IND-USR-002,16.514689,80.65213,637.7,2026-08-01,11:35:00,2026-08-01 11:35:00
IND-USR-002,16.500123,80.646063,298.4,2026-08-01,11:51:00,2026-08-01 11:51:00
IND-USR-002,16.511268,80.645169,654.9,2026-08-01,12:05:00,2026-08-01 12:05:00
IND-USR-002,16.507975,80.651099,658.9,2026-08-01,12:16:00,2026-08-01 12:16:00
IND-USR-002,16.502492,80.647762,355.5,2026-08-01,12:27:00,2026-08-01 12:27:00
IND-USR-002,16.493235,80.643902,216.0,2026-08-01,12:36:00,2026-08-01 12:36:00
IND-USR-002,16.50519,80.643009,459.5,2026-08-01,12:42:00,2026-08-01 12:42:00
IND-USR-002,16.51273,80.642279,712.9,2026-08-01,12:58:00,2026-08-01 12:58:00
IND-USR-002,16.50444,80.648523,400.9,2026-08-01,13:11:00,2026-08-01 13:11:00
IND-USR-002,16.511965,80.642257,868.0,2026-08-01,13:30:00,2026-08-01 13:30:00
IND-USR-002,16.510853,80.648041,763.9,2026-08-01,13:49:00,2026-08-01 13:49:00
IND-USR-002,16.502274,80.649848,726.1,2026-08-01,13:57:00,2026-08-01 13:57:00
IND-USR-002,16.506996,80.645599,504.0,2026-08-01,14:01:00,2026-08-01 14:01:00
IND-USR-002,16.506479,80.646459,671.5,2026-08-01,14:19:00,2026-08-01 14:19:00
IND-USR-002,16.506654,80.650649,872.2,2026-08-01,14:23:00,2026-08-01 14:23:00
IND-USR-002,16.512544,80.643049,68.1,2026-08-01,14:28:00,2026-08-01 14:28:00
IND-USR-002,16.514732,80.640192,858.7,2026-08-01,14:47:00,2026-08-01 14:47:00
IND-USR-002,16.505593,80.650353,548.3,2026-08-01,14:55:00,2026-08-01 14:55:00
IND-USR-002,16.507324,80.645509,164.7,2026-08-01,15:01:00,2026-08-01 15:01:00
IND-USR-002,16.505368,80.646028,425.3,2026-08-01,15:19:00,2026-08-01 15:19:00
IND-USR-002,16.503843,80.651398,683.9,2026-08-01,15:27:00,2026-08-01 15:27:00
IND-USR-002,16.507628,80.645228,95.5,2026-08-01,15:44:00,2026-08-01 15:44:00
IND-USR-002,16.509798,80.649229,428.8,2026-08-01,16:02:00,2026-08-01 16:02:00
IND-USR-002,16.509451,80.650519,436.2,2026-08-01,16:05:00,2026-08-01 16:05:00
IND-USR-002,16.502884,80.645759,400.5,2026-08-01,16:23:00,2026-08-01 16:23:00
IND-USR-002,16.509189,80.650441,64.3,2026-08-01,16:43:00,2026-08-01 16:43:00
IND-USR-002,16.506116,80.648469,642.4,2026-08-01,16:59:00,2026-08-01 16:59:00
IND-USR-002,16.511311,80.645634,689.9,2026-08-01,17:10:00,2026-08-01 17:10:00
IND-USR-002,16.508388,80.647191,249.2,2026-08-01,17:24:00,2026-08-01 17:24:00
IND-USR-002,16.505329,80.652395,711.1,2026-08-01,17:26:00,2026-08-01 17:26:00
IND-USR-002,16.509502,80.651254,78.6,2026-08-01,17:46:00,2026-08-01 17:46:00
IND-USR-002,16.511422,80.648084,333.9,2026-08-01,18:01:00,2026-08-01 18:01:00
IND-USR-002,16.508928,80.646759,518.7,2026-08-01,18:05:00,2026-08-01 18:05:00
IND-USR-002,16.507497,80.647479,888.5,2026-08-01,18:08:00,2026-08-01 18:08:00
IND-USR-002,16.506588,80.650381,937.0,2026-08-01,18:12:00,2026-08-01 18:12:00
IND-USR-002,16.502927,80.65637,39.8,2026-08-01,18:29:00,2026-08-01 18:29:00
IND-USR-002,16.502176,80.643143,179.2,2026-08-01,18:44:00,2026-08-01 18:44:00
IND-USR-002,16.510832,80.651167,729.9,2026-08-01,18:50:00,2026-08-01 18:50:00
IND-USR-002,17.689296,83.221013,362.0,2026-08-01,19:05:00,2026-08-01 19:05:00
IND-USR-002,17.686751,83.214911,431.6,2026-08-01,19:19:00,2026-08-01 19:19:00
IND-USR-002,17.687103,83.215791,363.1,2026-08-01,19:33:00,2026-08-01 19:33:00
IND-USR-002,17.6907,83.217912,135.0,2026-08-01,19:52:00,2026-08-01 19:52:00
IND-USR-002,17.683498,83.217214,121.5,2026-08-01,20:05:00,2026-08-01 20:05:00
IND-USR-002,17.688452,83.216245,379.5,2026-08-01,20:24:00,2026-08-01 20:24:00
IND-USR-002,17.683511,83.219475,694.2,2026-08-01,20:30:00,2026-08-01 20:30:00
IND-USR-002,17.68778,83.216472,794.7,2026-08-01,20:39:00,2026-08-01 20:39:00
IND-USR-002,17.684916,83.219428,929.8,2026-08-01,20:41:00,2026-08-01 20:41:00
IND-USR-002,17.681008,83.21287,643.1,2026-08-01,20:57:00,2026-08-01 20:57:00
IND-USR-002,17.683926,83.217646,408.7,2026-08-01,21:16:00,2026-08-01 21:16:00
IND-USR-002,17.688044,83.224401,784.0,2026-08-01,21:30:00,2026-08-01 21:30:00
IND-USR-002,17.690231,83.21786,443.0,2026-08-01,21:39:00,2026-08-01 21:39:00
IND-USR-002,17.686724,83.21449,269.1,2026-08-01,21:45:00,2026-08-01 21:45:00
IND-USR-002,17.686726,83.217345,40.3,2026-08-01,21:50:00,2026-08-01 21:50:00
IND-USR-002,17.688091,83.215191,588.0,2026-08-01,22:05:00,2026-08-01 22:05:00
IND-USR-002,17.688877,83.224631,236.2,2026-08-01,22:07:00,2026-08-01 22:07:00
IND-USR-002,17.686365,83.220107,104.8,2026-08-01,22:11:00,2026-08-01 22:11:00
IND-USR-002,17.689561,83.216895,429.7,2026-08-01,22:14:00,2026-08-01 22:14:00
IND-USR-002,17.687696,83.21855,240.1,2026-08-01,22:17:00,2026-08-01 22:17:00
IND-USR-002,17.687191,83.215408,388.1,2026-08-01,22:20:00,2026-08-01 22:20:00
IND-USR-002,17.686898,83.220492,517.4,2026-08-01,22:29:00,2026-08-01 22:29:00
IND-USR-002,17.692605,83.222337,141.7,2026-08-01,22:32:00,2026-08-01 22:32:00
IND-USR-002,17.695413,83.215431,230.1,2026-08-01,22:43:00,2026-08-01 22:43:00
IND-USR-003,17.690289,83.219233,572.0,2026-08-10,06:20:00,2026-08-10 06:20:00
IND-USR-003,17.695559,83.215267,232.7,2026-08-10,06:32:00,2026-08-10 06:32:00
IND-USR-003,17.683441,83.216102,936.6,2026-08-10,06:38:00,2026-08-10 06:38:00
IND-USR-003,17.678304,83.216397,217.8,2026-08-10,06:56:00,2026-08-10 06:56:00
IND-USR-003,17.683763,83.219102,268.6,2026-08-10,07:07:00,2026-08-10 07:07:00
IND-USR-003,17.688167,83.226005,901.6,2026-08-10,07:26:00,2026-08-10 07:26:00
IND-USR-003,17.690602,83.216192,598.4,2026-08-10,07:33:00,2026-08-10 07:33:00
IND-USR-003,17.683206,83.220468,532.5,2026-08-10,07:48:00,2026-08-10 07:48:00
IND-USR-003,17.681519,83.225826,924.0,2026-08-10,07:51:00,2026-08-10 07:51:00
IND-USR-003,16.510918,80.646123,748.7,2026-08-10,08:05:00,2026-08-10 08:05:00
IND-USR-003,16.499347,80.653415,664.5,2026-08-10,08:17:00,2026-08-10 08:17:00
IND-USR-003,16.505742,80.652951,150.3,2026-08-10,08:32:00,2026-08-10 08:32:00
IND-USR-003,16.499822,80.645602,182.8,2026-08-10,08:46:00,2026-08-10 08:46:00
IND-USR-003,16.506221,80.648188,455.1,2026-08-10,09:05:00,2026-08-10 09:05:00
IND-USR-003,16.5044,80.650491,292.7,2026-08-10,09:14:00,2026-08-10 09:14:00
IND-USR-003,16.50193,80.64743,767.4,2026-08-10,09:20:00,2026-08-10 09:20:00
IND-USR-003,16.506681,80.650058,538.6,2026-08-10,09:23:00,2026-08-10 09:23:00
IND-USR-003,16.509046,80.643501,533.8,2026-08-10,09:38:00,2026-08-10 09:38:00
IND-USR-003,16.500064,80.653111,375.1,2026-08-10,09:44:00,2026-08-10 09:44:00
IND-USR-003,16.507529,80.645006,201.1,2026-08-10,09:54:00,2026-08-10 09:54:00
IND-USR-003,16.512405,80.648463,876.9,2026-08-10,09:58:00,2026-08-10 09:58:00
IND-USR-003,16.510917,80.64827,96.9,2026-08-10,10:11:00,2026-08-10 10:11:00
IND-USR-003,16.514443,80.655021,58.4,2026-08-10,10:19:00,2026-08-10 10:19:00
IND-USR-003,16.505204,80.651886,643.3,2026-08-10,10:33:00,2026-08-10 10:33:00
IND-USR-003,16.508782,80.653475,831.2,2026-08-10,10:36:00,2026-08-10 10:36:00
IND-USR-003,16.50234,80.650744,766.4,2026-08-10,10:44:00,2026-08-10 10:44:00
IND-USR-003,16.510434,80.640965,690.8,2026-08-10,11:04:00,2026-08-10 11:04:00
IND-USR-003,16.501467,80.639843,214.0,2026-08-10,11:23:00,2026-08-10 11:23:00
IND-USR-003,16.505122,80.65087,827.3,2026-08-10,11:31:00,2026-08-10 11:31:00
IND-USR-003,16.512209,80.648296,295.0,2026-08-10,11:43:00,2026-08-10 11:43:00
IND-USR-003,16.512714,80.64248,209.1,2026-08-10,11:45:00,2026-08-10 11:45:00
IND-USR-003,16.499386,80.647778,914.4,2026-08-10,11:53:00,2026-08-10 11:53:00
IND-USR-003,16.507736,80.647869,712.1,2026-08-10,11:58:00,2026-08-10 11:58:00
IND-USR-003,16.49793,80.647644,869.6,2026-08-10,12:15:00,2026-08-10 12:15:00
IND-USR-003,16.500982,80.650679,382.8,2026-08-10,12:23:00,2026-08-10 12:23:00
IND-USR-003,16.507666,80.64424,529.0,2026-08-10,12:32:00,2026-08-10 12:32:00
IND-USR-003,16.504145,80.643763,367.8,2026-08-10,12:43:00,2026-08-10 12:43:00
IND-USR-003,16.505949,80.651821,619.8,2026-08-10,13:02:00,2026-08-10 13:02:00
IND-USR-003,16.502257,80.650016,255.9,2026-08-10,13:13:00,2026-08-10 13:13:00
IND-USR-003,16.504079,80.644829,839.8,2026-08-10,13:31:00,2026-08-10 13:31:00
IND-USR-003,16.505772,80.643859,102.7,2026-08-10,13:47:00,2026-08-10 13:47:00
IND-USR-003,16.503985,80.643208,725.9,2026-08-10,14:04:00,2026-08-10 14:04:00
IND-USR-003,16.514059,80.648141,869.5,2026-08-10,14:16:00,2026-08-10 14:16:00
IND-USR-003,16.503401,80.648856,304.1,2026-08-10,14:29:00,2026-08-10 14:29:00
IND-USR-003,16.505751,80.647116,538.8,2026-08-10,14:32:00,2026-08-10 14:32:00
IND-USR-003,16.508657,80.65103,706.8,2026-08-10,14:41:00,2026-08-10 14:41:00
IND-USR-003,16.504078,80.645697,255.1,2026-08-10,14:43:00,2026-08-10 14:43:00
IND-USR-003,16.5051,80.638792,554.4,2026-08-10,15:03:00,2026-08-10 15:03:00
IND-USR-003,16.500139,80.653467,287.5,2026-08-10,15:18:00,2026-08-10 15:18:00
IND-USR-003,16.51278,80.647004,320.1,2026-08-10,15:26:00,2026-08-10 15:26:00
IND-USR-003,16.508506,80.649245,545.6,2026-08-10,15:40:00,2026-08-10 15:40:00
IND-USR-003,16.518516,80.652478,479.3,2026-08-10,15:49:00,2026-08-10 15:49:00
IND-USR-003,16.505688,80.644178,251.9,2026-08-10,16:01:00,2026-08-10 16:01:00
IND-USR-003,16.499774,80.648814,918.5,2026-08-10,16:18:00,2026-08-10 16:18:00
IND-USR-003,16.503175,80.642311,443.2,2026-08-10,16:35:00,2026-08-10 16:35:00
IND-USR-003,16.503614,80.643674,169.1,2026-08-10,16:48:00,2026-08-10 16:48:00
IND-USR-003,16.512949,80.651527,469.0,2026-08-10,17:07:00,2026-08-10 17:07:00
IND-USR-003,16.506168,80.65392,940.9,2026-08-10,17:26:00,2026-08-10 17:26:00
IND-USR-003,16.506509,80.644555,502.5,2026-08-10,17:29:00,2026-08-10 17:29:00
IND-USR-003,16.512292,80.650156,898.5,2026-08-10,17:33:00,2026-08-10 17:33:00
IND-USR-003,16.502051,80.647239,728.5,2026-08-10,17:36:00,2026-08-10 17:36:00
IND-USR-003,16.502698,80.642469,139.2,2026-08-10,17:51:00,2026-08-10 17:51:00
IND-USR-003,16.509905,80.655638,73.9,2026-08-10,18:00:00,2026-08-10 18:00:00
IND-USR-003,16.500606,80.650252,18.6,2026-08-10,18:06:00,2026-08-10 18:06:00
IND-USR-003,16.503597,80.646051,438.6,2026-08-10,18:24:00,2026-08-10 18:24:00
IND-USR-003,16.50383,80.644544,590.8,2026-08-10,18:27:00,2026-08-10 18:27:00
IND-USR-003,16.506394,80.644676,629.7,2026-08-10,18:44:00,2026-08-10 18:44:00
IND-USR-003,16.507282,80.647799,16.2,2026-08-10,18:46:00,2026-08-10 18:46:00
IND-USR-003,17.685844,83.21487,396.7,2026-08-10,19:05:00,2026-08-10 19:05:00
IND-USR-003,17.684493,83.221522,507.7,2026-08-10,19:07:00,2026-08-10 19:07:00
IND-USR-003,17.688804,83.21459,513.6,2026-08-10,19:17:00,2026-08-10 19:17:00
IND-USR-003,17.687197,83.221506,26.1,2026-08-10,19:28:00,2026-08-10 19:28:00
IND-USR-003,17.680122,83.220673,767.8,2026-08-10,19:43:00,2026-08-10 19:43:00
IND-USR-003,17.68415,83.220782,110.6,2026-08-10,19:50:00,2026-08-10 19:50:00
IND-USR-003,17.683747,83.21128,502.9,2026-08-10,19:55:00,2026-08-10 19:55:00
IND-USR-003,17.68029,83.218692,190.4,2026-08-10,20:04:00,2026-08-10 20:04:00
IND-USR-003,17.687839,83.214883,247.3,2026-08-10,20:22:00,2026-08-10 20:22:00
IND-USR-003,17.689354,83.211854,261.3,2026-08-10,20:35:00,2026-08-10 20:35:00
IND-USR-003,17.686536,83.213656,84.3,2026-08-10,20:49:00,2026-08-10 20:49:00
IND-USR-003,17.684193,83.21869,441.5,2026-08-10,21:03:00,2026-08-10 21:03:00
IND-USR-003,17.683358,83.216962,940.8,2026-08-10,21:12:00,2026-08-10 21:12:00
IND-USR-003,17.690825,83.216192,292.0,2026-08-10,21:21:00,2026-08-10 21:21:00
IND-USR-003,17.690143,83.213981,624.5,2026-08-10,21:25:00,2026-08-10 21:25:00
IND-USR-003,17.688919,83.224266,97.9,2026-08-10,21:28:00,2026-08-10 21:28:00
IND-USR-003,17.676913,83.215312,364.5,2026-08-10,21:42:00,2026-08-10 21:42:00
IND-USR-003,17.689108,83.217688,62.7,2026-08-10,21:59:00,2026-08-10 21:59:00
IND-USR-003,17.688285,83.216084,670.7,2026-08-10,22:01:00,2026-08-10 22:01:00
IND-USR-003,17.687146,83.217877,479.9,2026-08-10,22:05:00,2026-08-10 22:05:00
IND-USR-003,17.691471,83.219518,616.2,2026-08-10,22:20:00,2026-08-10 22:20:00
IND-USR-003,17.68815,83.216852,541.9,2026-08-10,22:32:00,2026-08-10 22:32:00
IND-USR-003,17.68485,83.21677,851.1,2026-08-10,22:37:00,2026-08-10 22:37:00
IND-USR-003,17.688378,83.216816,226.0,2026-08-10,22:40:00,2026-08-10 22:40:00
IND-USR-003,17.687959,83.226802,457.0,2026-08-10,23:00:00,2026-08-10 23:00:00
IND-USR-003,17.690284,83.217196,878.7,2026-08-10,23:03:00,2026-08-10 23:03:00
IND-USR-003,17.691605,83.216868,855.4,2026-08-10,23:13:00,2026-08-10 23:13:00
IND-USR-003,17.678648,83.214468,628.6,2026-08-10,23:33:00,2026-08-10 23:33:00
IND-USR-003,17.679317,83.217094,883.0,2026-08-10,23:40:00,2026-08-10 23:40:00
IND-USR-003,17.686874,83.225206,24.7,2026-08-10,23:52:00,2026-08-10 23:52:00
IND-USR-003,17.688108,83.217624,561.8,2026-08-11,00:00:00,2026-08-11 00:00:00
IND-USR-003,17.690118,83.209655,883.1,2026-08-11,00:14:00,2026-08-11 00:14:00
IND-USR-004,17.687742,83.221583,236.0,2026-08-05,06:20:00,2026-08-05 06:20:00
IND-USR-004,17.680886,83.223075,646.4,2026-08-05,06:34:00,2026-08-05 06:34:00
