User_ID,Date_Only,Trajectory_Risk_Score,Risk_Level,ML_Anomaly_Label,ML_Anomaly_Score,Rule_Based_Anomaly,ML_Anomaly_Binary,Both_Anomaly,Dominant_Direction,Direction_Changes
4,2009-07-02,58.31758068444975,Medium Risk,Normal,0.021237774009658095,1,0,0,North,3228
1,2008-12-09,58.09645051456734,Medium Risk,Anomaly,-0.02523736672164023,1,1,1,West,1849
0,2009-07-02,58.05467823040385,Medium Risk,Normal,0.020276310825667998,1,0,0,North,3138
3,2009-07-02,58.05467823040385,Medium Risk,Normal,0.020276310825667998,1,0,0,North,3138
3,2008-11-22,57.94416671065716,Medium Risk,Normal,0.014960787322954694,1,0,0,North,2960
3,2008-12-14,57.8040025116082,Medium Risk,Normal,0.005302384414656247,1,0,0,North,2651
4,2009-01-31,57.19588239796536,Medium Risk,Normal,0.02452862147192203,1,0,0,North,3055
7,2008-11-08,56.41634991501833,Medium Risk,Normal,0.02258386623262676,1,0,0,North,2814
3,2009-05-23,55.897392876235244,Medium Risk,Anomaly,-0.0017160560156620486,1,1,1,North,1997
0,2009-05-23,55.897392876235244,Medium Risk,Anomaly,-0.0017160560156620486,1,1,1,North,1997
2,2008-10-24,55.80273922058506,Medium Risk,Normal,0.0028573783273684317,1,0,0,North,2105
0,2009-04-04,55.68752899723265,Medium Risk,Normal,0.029116211303038486,1,0,0,North,2827
3,2009-04-04,55.68752899723265,Medium Risk,Normal,0.029116211303038486,1,0,0,North,2827
1,2008-11-15,54.907514485020194,Medium Risk,Normal,0.012529136414896502,1,0,0,North,2168
3,2008-12-02,54.830433094974275,Medium Risk,Normal,0.033003957219661595,1,0,0,North,2734
8,2008-11-12,54.79790013185914,Medium Risk,Anomaly,-0.008806730765519855,1,1,1,North,1533
2,2009-01-25,54.4596811597846,Medium Risk,Anomaly,-0.03135499400843589,1,1,1,North,809
1,2008-10-26,53.9109700847505,Medium Risk,Normal,0.011132397971777896,1,0,0,North,1891
2,2008-10-25,53.79000604482932,Medium Risk,Normal,0.011510280622639923,1,0,0,North,1873
2,2009-01-26,53.73371579915837,Medium Risk,Anomaly,-0.022709073927279166,1,1,1,North,883
9,2008-11-16,53.509214346636476,Medium Risk,Normal,0.01020742896064697,1,0,0,North,1769
4,2009-05-22,53.473527014123974,Medium Risk,Normal,0.00742154667998296,1,0,0,North,1681
0,2009-06-29,52.77598261081134,Medium Risk,Anomaly,-0.003896510891162941,1,1,1,North,1192
3,2009-06-29,52.77598261081134,Medium Risk,Anomaly,-0.003896510891162941,1,1,1,North,1192
8,2008-10-29,52.74927273926461,Medium Risk,Normal,0.015807926281163898,1,0,0,North,1748
7,2008-12-11,52.63880048095479,Medium Risk,Normal,0.05635824154143221,1,0,0,North,2879
9,2008-12-14,52.59665054263129,Medium Risk,Normal,0.014662778034938206,1,0,0,North,1679
0,2009-05-22,52.31067184392558,Medium Risk,Normal,0.012842549664483283,1,0,0,North,1559
3,2009-05-22,52.31067184392558,Medium Risk,Normal,0.012842549664483283,1,0,0,North,1559
1,2008-11-01,52.160641050919715,Medium Risk,Anomaly,-0.0002374953511422584,1,1,1,South,1150
4,2009-06-13,51.79328070438184,Medium Risk,Normal,0.04343582191375517,1,0,0,North,2309
1,2008-10-27,51.786749568445146,Medium Risk,Normal,0.002739818600121291,1,0,0,South,1146
2,2008-10-27,51.61465773177861,Medium Risk,Normal,0.012514006291495905,1,0,0,North,1384
9,2008-11-14,51.53197536421483,Medium Risk,Normal,0.03685478808045212,1,0,0,North,2059
2,2009-02-08,51.51694668276308,Medium Risk,Normal,0.009369294442840626,1,0,0,North,1271
6,2008-12-04,51.359080460326055,Medium Risk,Anomaly,-0.020709455364589346,1,1,1,South-East,375
7,2008-11-04,51.24302951497218,Medium Risk,Normal,0.05699376857254834,1,0,0,North,2565
9,2008-11-01,51.196781526851304,Medium Risk,Normal,0.03414846442792502,1,0,0,North,1902
6,2008-11-21,50.559243658101416,Medium Risk,Normal,0.01588288610816979,1,0,0,North-West,1229
3,2009-06-13,50.27641791802829,Medium Risk,Normal,0.05408604620159779,1,0,0,West,2252
0,2009-06-13,50.27641791802829,Medium Risk,Normal,0.05408604620159779,1,0,0,West,2252
2,2009-03-09,50.223169903302114,Medium Risk,Anomaly,-0.006753341920690659,1,1,1,West,503
3,2009-02-27,49.75682273004397,Low Risk,Normal,0.05943451318050014,1,0,0,North,2281
1,2008-12-06,49.66028731812272,Low Risk,Normal,0.013041764460669292,1,0,0,South,934
4,2008-11-03,49.652126067559934,Low Risk,Normal,0.06608891313685217,1,0,0,North,2446
0,2009-06-25,49.61152082448407,Low Risk,Normal,0.0033921564342439536,1,0,0,East,647
3,2009-06-25,49.61152082448407,Low Risk,Normal,0.0033921564342439536,1,0,0,East,647
1,2008-11-17,49.036096029859685,Low Risk,Normal,0.05405615773724465,1,0,0,North,1956
3,2008-12-03,48.96093922738296,Low Risk,Normal,0.0672968794038627,1,0,0,North,2316
5,2008-12-04,48.90337174996387,Low Risk,Anomaly,-0.007487089554880422,1,1,1,North,168
2,2009-03-21,48.88670542878669,Low Risk,Normal,0.0035139898504336076,1,0,0,West,478
2,2009-03-07,48.79889955768568,Low Risk,Normal,0.03017503162301255,1,0,0,South,1218
2,2008-11-14,48.666069323272026,Low Risk,Normal,0.07504637786041007,1,0,0,North,2467
2,2008-11-09,48.630248617074116,Low Risk,Normal,0.07100020047033345,1,0,0,West,2343
9,2008-11-12,48.5767593941348,Low Risk,Normal,0.040927142734692334,1,0,0,North,1472
2,2009-02-28,48.16591858812984,Low Risk,Normal,0.008262432268824504,1,0,0,West,442
3,2008-12-16,48.05098576579515,Low Risk,Normal,0.07148519008492205,1,0,0,North,2219
2,2009-01-19,47.67219708259664,Low Risk,Normal,0.007999147491790204,1,0,0,West,317
1,2008-11-07,47.639215439226646,Low Risk,Normal,0.03308181944673133,1,0,0,North,1025
8,2008-10-27,47.11421107363918,Low Risk,Normal,0.010514195434270235,1,0,0,South,256
9,2008-12-13,47.07443858677026,Low Risk,Normal,0.060706436653709894,1,0,0,North,1679
3,2009-01-03,47.01615941519916,Low Risk,Normal,0.08473862973758861,1,0,0,North,2351
7,2008-12-06,46.95755360099679,Low Risk,Normal,0.04580830529701979,1,0,0,South,1226
7,2008-11-14,46.820726548837314,Low Risk,Normal,0.07729300592334881,1,0,0,North,2092
1,2008-10-28,46.81299266009828,Low Risk,Normal,0.01866701801573306,1,0,0,North,417
8,2008-10-25,46.77533561637091,Low Risk,Normal,0.053774813062242965,1,0,0,East,1410
5,2009-01-17,46.64430071049674,Low Risk,Normal,0.016920036937897065,1,0,0,West,327
3,2008-12-01,46.23512786995543,Low Risk,Normal,0.08518903151217727,1,0,0,North,2178
2,2008-12-14,46.20000379483683,Low Risk,Normal,0.08148743656032909,1,0,0,West,2064
8,2008-11-01,46.062809997231525,Low Risk,Normal,0.06521691820397285,1,0,0,East,1567
9,2008-11-05,45.629178654487795,Low Risk,Normal,0.040345715069771804,1,0,0,South-West,754
4,2008-12-10,45.55511624079843,Low Risk,Normal,0.09383722388027488,1,0,0,North,2263
3,2009-01-13,45.44460419316903,Low Risk,Normal,0.09079924549546847,1,0,0,North,2150
9,2008-12-05,45.193298942826736,Low Risk,Normal,0.08045572766523779,1,0,0,North,1795
5,2009-01-20,45.15151489748921,Low Risk,Normal,0.02624825898248745,1,0,0,South,238
8,2008-11-02,44.89922790258819,Low Risk,Normal,0.036305676025974454,1,0,0,North,465
2,2009-02-07,44.81370326303387,Low Risk,Normal,0.05534421503069559,1,0,0,South,988
9,2008-12-11,44.76532823113009,Low Risk,Normal,0.08840399124078924,1,0,0,North,1920
4,2008-12-04,44.75640620499419,Low Risk,Normal,0.08746224866428282,1,0,0,North,1891
3,2009-01-29,44.73076057825042,Low Risk,Normal,0.035152486539922034,1,0,0,West,392
5,2009-01-22,44.679435184964184,Low Risk,Normal,0.027521442379274785,1,0,0,West,162
9,2008-11-11,44.60171814941266,Low Risk,Normal,0.08205955661682662,1,0,0,North,1700
3,2009-01-08,44.53930048717413,Low Risk,Normal,0.08916733746196426,1,0,0,North-West,1888
3,2008-11-09,44.43518233448054,Low Risk,Normal,0.08859886174392151,1,0,0,West,1847
3,2009-01-17,44.39219744620433,Low Risk,Normal,0.07087709612266418,1,0,0,North,1331
2,2008-12-06,44.36178546589168,Low Risk,Normal,0.09628873335994265,1,0,0,North,2049
9,2008-11-15,44.15842132143027,Low Risk,Normal,0.0656432853642464,1,0,0,North,1126
5,2008-11-22,44.12437284927979,Low Risk,Normal,0.08786164722078488,1,0,0,North,1752
8,2008-11-17,44.03747765423024,Low Risk,Normal,0.06745760075514412,1,0,0,East,1149
2,2008-11-16,43.864434833876636,Low Risk,Normal,0.09521476977086668,1,0,0,West,1900
4,2009-04-25,43.86129493161617,Low Risk,Normal,0.10659361446063703,1,0,0,North,2224
2,2009-03-15,43.804206043943346,Low Risk,Normal,0.05545703943116653,1,0,0,South,751
9,2008-11-04,43.78819673727391,Low Risk,Normal,0.07685924983420184,1,0,0,North,1358
2,2008-11-22,43.761072661493,Low Risk,Normal,0.10157773017681959,1,0,0,North,2057
3,2009-03-09,43.483641908255656,Low Risk,Normal,0.10014173802344872,1,0,0,North,1950
5,2008-10-24,43.34823447968013,Low Risk,Normal,0.10501993421754124,1,0,0,North,2057
8,2008-11-06,43.32924113465652,Low Risk,Normal,0.04816970276727417,1,0,0,North,430
3,2008-12-11,43.310627199176494,Low Risk,Normal,0.0931048583200208,1,0,0,North,1708
8,2008-11-20,43.08553619418582,Low Risk,Normal,0.04459543645238989,1,0,0,West,270
4,2009-04-06,42.792728749035916,Low Risk,Normal,0.08708651357171665,1,0,0,North,1413
9,2008-12-08,42.7588170868192,Low Risk,Normal,0.09143379986819544,1,0,0,North,1529
3,2008-12-10,42.725242691058604,Low Risk,Normal,0.08404017960840654,1,0,0,North,1310
4,2009-04-05,42.60273558691124,Low Risk,Normal,0.11326809755593187,1,0,0,North,2115
3,2008-12-05,42.56453849659598,Low Risk,Normal,0.10983739871731474,1,0,0,North,2008
8,2008-11-18,42.42287139989616,Low Risk,Normal,0.07075869294697562,1,0,0,North,859
3,2009-03-13,42.30403518061495,Low Risk,Normal,0.10913624446033837,1,0,0,North,1926
1,2008-11-04,42.302192669226805,Low Risk,Normal,0.07730107619588639,1,0,0,North,1017
2,2008-12-10,42.27161541671825,Low Risk,Normal,0.09171181784147175,1,0,0,North,1421
2,2009-03-22,42.263511196482646,Low Risk,Normal,0.09615927602367436,1,0,0,South,1546
0,2008-11-15,42.23213890921704,Low Risk,Normal,0.04698070196913495,1,0,0,South,135
8,2008-10-26,42.160026193814154,Low Risk,Normal,0.07859156350948909,1,0,0,South,1020
0,2008-11-23,41.92610019046395,Low Risk,Normal,0.04518757571548371,1,0,0,North-West,11
8,2008-11-14,41.90585768013725,Low Risk,Normal,0.061649531664787316,1,0,0,East,476
7,2008-11-11,41.901158294146704,Low Risk,Normal,0.10702929448344839,1,0,0,North,1770
4,2008-12-11,41.772114042754666,Low Risk,Normal,0.1073694318767463,1,0,0,North,1749
6,2008-12-09,41.743673336948696,Low Risk,Normal,0.048320430872393516,1,0,0,West,57
4,2009-02-23,41.684732016086535,Low Risk,Normal,0.11121649342357393,1,0,0,South,1838
2,2008-10-23,41.636682429456634,Low Risk,Normal,0.09514875480315005,1,0,0,North,1368
7,2008-10-29,41.60903345254449,Low Risk,Normal,0.10823863452164317,1,0,0,North,1735
9,2008-12-01,41.57332796271297,Low Risk,Normal,0.08611132708886732,1,0,0,North,1095
4,2009-01-17,41.52379441178032,Low Risk,Normal,0.0932518378365107,1,0,0,East,1287
6,2008-10-31,41.485131251164354,Low Risk,Normal,0.06452680354926904,1,0,0,West,458
4,2009-02-26,41.25655815678345,Low Risk,Normal,0.10550120652499356,1,0,0,North,1573
5,2008-10-28,41.22524674901685,Low Risk,Normal,0.12159994570610427,1,0,0,North,2025
8,2008-12-12,41.17651588202913,Low Risk,Normal,0.08493490382201418,1,0,0,North,967
2,2009-02-25,41.1207888142669,Low Risk,Normal,0.06717922488473616,1,0,0,North-West,447
9,2008-10-27,41.06860349602077,Low Risk,Normal,0.07199422691432461,1,0,0,West,572
5,2008-11-26,41.063577034192726,Low Risk,Normal,0.11240116637076375,1,0,0,North,1724
3,2008-12-09,41.03726984328122,Low Risk,Normal,0.11248035678205864,1,0,0,North,1720
7,2008-10-28,40.876761236021,Low Risk,Normal,0.11129584738594706,1,0,0,North,1648
2,2008-10-30,40.83182859417691,Low Risk,Normal,0.10665990174558682,1,0,0,West,1505
5,2008-11-09,40.785284007385485,Low Risk,Normal,0.06093654618285799,1,0,0,North,189
8,2008-11-15,40.63170096705096,Low Risk,Normal,0.0996388523509456,1,0,0,North,1257
8,2008-10-30,40.57638878529198,Low Risk,Normal,0.08051318970520988,1,0,0,West,698
5,2008-10-26,40.564498727545455,Low Risk,Normal,0.09473308027608718,1,0,0,North,1101
2,2008-11-13,40.49437605777565,Low Risk,Normal,0.12678285715553012,1,0,0,North,1999
5,2009-02-22,40.459849315348755,Low Risk,Normal,0.08554941851273062,1,0,0,North,814
4,2009-04-26,40.44316196797562,Low Risk,Normal,0.07391542241944654,1,0,0,South,478
2,2008-11-11,40.41504007810665,Low Risk,Normal,0.1255172028918941,1,0,0,North,1944
2,2008-11-15,40.40087126150718,Low Risk,Normal,0.11831217170653657,1,0,0,North,1735
1,2008-10-29,40.33789937628572,Low Risk,Normal,0.07142933908386068,1,0,0,North,382
4,2009-02-12,40.306955566948666,Low Risk,Normal,0.08311008818436016,1,0,0,North,708
9,2008-12-09,40.28249121098544,Low Risk,Normal,0.07525507934388309,1,0,0,South,478
1,2008-11-02,40.21122104730339,Low Risk,Normal,0.09070589622810693,1,0,0,North,902
2,2008-10-28,40.189497364589435,Low Risk,Normal,0.10739043657435832,1,0,0,North,1373
2,2009-02-21,40.127787785166284,Low Risk,Normal,0.07721072392055706,1,0,0,South,497
0,2009-06-09,39.95431071961302,Low Risk,Normal,0.121054454997017,1,0,0,North,1707
3,2009-06-09,39.95431071961302,Low Risk,Normal,0.121054454997017,1,0,0,North,1707
4,2009-03-08,39.93186172492855,Low Risk,Normal,0.12639237842852047,1,0,0,North,1854
2,2008-12-11,39.8499887290093,Low Risk,Normal,0.12514787755614692,1,0,0,West,1799
5,2008-11-04,39.78811778606364,Low Risk,Normal,0.12251023346082995,1,0,0,North,1709
2,2009-02-18,39.63302311001105,Low Risk,Normal,0.07604512070235164,1,0,0,West,346
3,2009-01-10,39.595045618251106,Low Risk,Normal,0.06546461693170946,1,0,0,South-East,35
9,2008-11-09,39.592552142871355,Low Risk,Normal,0.11208739425131858,1,0,0,North,1365
2,2008-12-13,39.58973642213823,Low Risk,Normal,0.12483006037737249,1,0,0,East,1728
2,2008-10-31,39.49852415068502,Low Risk,Normal,0.11364225031076486,1,0,0,West,1387
2,2009-03-12,39.475254373217005,Low Risk,Normal,0.07038780236742453,1,0,0,West,147
2,2009-03-10,39.4532910903414,Low Risk,Normal,0.08518222972712158,1,0,0,North,564
9,2008-11-13,39.38664528240099,Low Risk,Normal,0.10336257713699631,1,0,0,North,1067
5,2008-11-25,39.32064175000012,Low Risk,Normal,0.13148867029336087,1,0,0,North,1854
9,2008-12-10,39.16782820277965,Low Risk,Normal,0.11342123803166643,1,0,0,North,1302
0,2009-04-05,39.07993033054214,Low Risk,Normal,0.1316736657936704,1,0,0,North,1802
3,2009-04-05,39.07993033054214,Low Risk,Normal,0.1316736657936704,1,0,0,North,1802
2,2009-03-06,38.81542837129861,Low Risk,Normal,0.08394835671869605,1,0,0,West,377
7,2008-12-12,38.807359921858335,Low Risk,Normal,0.1278495296744353,1,0,0,North,1628
2,2009-02-06,38.73029947206665,Low Risk,Normal,0.08921323451696755,1,0,0,West,507
1,2008-10-31,38.708602527833094,Low Risk,Normal,0.0897094932894762,1,0,0,South,516
3,2009-04-19,38.70114612715644,Low Risk,Normal,0.11223171939609256,1,0,0,North,1157
0,2009-04-19,38.70114612715644,Low Risk,Normal,0.11223171939609256,1,0,0,North,1157
4,2009-05-10,38.691697222757156,Low Risk,Normal,0.13193239267861817,1,0,0,North,1717
4,2009-01-19,38.5890474488052,Low Risk,Normal,0.12055963467617042,1,0,0,South,1368
7,2008-11-19,38.54991516195943,Low Risk,Normal,0.12628193536782129,1,0,0,East,1522
4,2009-02-06,38.549596258699204,Low Risk,Normal,0.10350918718702184,1,0,0,West,872
9,2008-12-02,38.46722672328805,Low Risk,Normal,0.09350905442552265,1,0,0,North,567
3,2008-12-26,38.435372003562954,Low Risk,Normal,0.12902397841009344,1,0,0,North,1573
0,2008-11-16,38.4174009994703,Low Risk,Normal,0.07437268532256142,1,0,0,North-West,9
2,2009-03-14,38.40529026898203,Low Risk,Normal,0.08705269597138143,1,0,0,North,368
0,2009-04-25,38.39868162172458,Low Risk,Normal,0.1261063031039924,1,0,0,East,1481
3,2009-04-25,38.39868162172458,Low Risk,Normal,0.1261063031039924,1,0,0,East,1481
1,2008-11-08,38.38401231731687,Low Risk,Normal,0.11999165666293349,1,0,0,North,1303
3,2008-12-06,38.38261784944965,Low Risk,Normal,0.12112453441273419,1,0,0,North,1335
3,2008-12-21,38.31501797333114,Low Risk,Normal,0.13132392469734783,1,0,0,North,1610
3,2009-05-28,38.295916242588234,Low Risk,Normal,0.13418120281605378,1,0,0,North,1687
0,2009-05-28,38.295916242588234,Low Risk,Normal,0.13418120281605378,1,0,0,North,1687
9,2008-11-03,38.234293414403886,Low Risk,Normal,0.12677617400370883,1,0,0,North,1461
3,2009-01-28,38.22155091172194,Low Risk,Normal,0.1285292568676965,1,0,0,East,1508
5,2008-10-29,38.20687433780362,Low Risk,Normal,0.13639526712944916,1,0,0,North,1729
1,2008-10-24,38.15018274373486,Low Risk,Normal,0.10722488764707111,1,0,0,West,883
3,2009-02-16,38.117965341662504,Low Risk,Normal,0.12242016463275368,1,0,0,North,1309
1,2008-11-16,38.10147113288593,Low Risk,Normal,0.11481405328266092,1,0,0,North,1088
3,2009-04-30,38.0738168258253,Low Risk,Normal,0.13610312402270885,1,0,0,North,1689
0,2009-04-30,38.0738168258253,Low Risk,Normal,0.13610312402270885,1,0,0,North,1689
8,2008-12-11,38.066944881981144,Low Risk,Normal,0.09555011868357566,1,0,0,North,530
4,2009-03-03,38.058907094777766,Low Risk,Normal,0.1316373193687086,1,0,0,South,1558
1,2008-12-07,38.02501580518127,Low Risk,Normal,0.10641144557408727,1,0,0,North,830
3,2008-11-21,38.02289430774364,Low Risk,Normal,0.1374387272424511,1,0,0,North,1715
9,2008-12-12,38.01475740316522,Low Risk,Normal,0.11928624621848,1,0,0,North,1195
4,2009-05-03,38.00494862434347,Low Risk,Normal,0.1357312849194912,1,0,0,North,1662
9,2008-12-07,37.9897394550667,Low Risk,Normal,0.11430905838617533,1,0,0,North,1047
3,2009-04-13,37.96904445888564,Low Risk,Normal,0.10165730503499543,1,0,0,South,681
0,2009-04-13,37.96904445888564,Low Risk,Normal,0.10165730503499543,1,0,0,South,681
2,2009-02-09,37.82295960096438,Low Risk,Normal,0.09457108232849831,1,0,0,South,444
2,2009-02-24,37.76934443636,Low Risk,Normal,0.09221499324711657,1,0,0,West,364
8,2008-11-08,37.73466348249243,Low Risk,Normal,0.10799143649181331,1,0,0,South,806
8,2008-12-06,37.606289861188706,Low Risk,Normal,0.11358184542944127,1,0,0,North,935
4,2008-12-17,37.60461650321969,Low Risk,Normal,0.12880276189158946,1,0,0,North,1369
4,2009-03-04,37.57347774666577,Low Risk,Normal,0.12510297683457644,1,0,0,North,1256
7,2008-12-08,37.57235627002451,Low Risk,Normal,0.08432682922735946,1,0,0,South,92
5,2009-03-19,37.544075759733474,Low Risk,Normal,0.08494805930019367,1,0,0,East,103
4,2009-02-15,37.4934051348108,Low Risk,Normal,0.13421503456938938,1,0,0,East,1497
4,2009-07-19,37.41841253004823,Low Risk,Normal,0.13641707446875478,1,0,0,North,1542
4,2009-04-13,37.39805263909784,Low Risk,Normal,0.10305442606728321,1,0,0,South,585
5,2008-11-27,37.363891350088345,Low Risk,Normal,0.13221146799292072,1,0,0,North,1409
5,2008-11-02,37.34090340261351,Low Risk,Normal,0.08390904151470863,1,0,0,South,25
5,2009-02-28,37.32546647695947,Low Risk,Normal,0.0867357628500523,1,0,0,South,102
2,2009-02-19,37.30086988589397,Low Risk,Normal,0.09825847220680789,1,0,0,West,425
2,2008-11-02,37.259859654804295,Low Risk,Normal,0.12603601733020686,1,0,0,North,1208
3,2008-12-29,37.25863443053187,Low Risk,Normal,0.12881432107705665,1,0,0,North,1287
4,2009-04-01,37.24067053650591,Low Risk,Normal,0.09129708271195525,1,0,0,South,212
7,2008-11-10,37.21791537914838,Low Risk,Normal,0.10756975433669913,1,0,0,East,671
2,2009-01-22,37.198702750462004,Low Risk,Normal,0.10128275515768226,1,0,0,South,487
9,2008-10-30,37.111962329432565,Low Risk,Normal,0.10365282536625658,1,0,0,North,534
8,2008-12-05,37.00437451691359,Low Risk,Normal,0.10497035099074103,1,0,0,East,546
4,2009-04-19,36.949340299255034,Low Risk,Normal,0.12105665409321803,1,0,0,North,992
2,2008-12-27,36.89813073049615,Low Risk,Normal,0.09390787221331026,1,0,0,West,205
2,2008-11-10,36.84586226044378,Low Risk,Normal,0.14059527764961344,1,0,0,West,1525
4,2009-07-24,36.83869715947112,Low Risk,Normal,0.13301649838264146,1,0,0,North,1307
4,2009-07-22,36.83692620305426,Low Risk,Normal,0.09350717323978008,1,0,0,North,179
5,2008-11-12,36.81462888898204,Low Risk,Normal,0.0884722619413611,1,0,0,North,30
3,2008-12-18,36.7502020308555,Low Risk,Normal,0.1369429190396108,1,0,0,North,1398
1,2008-11-12,36.71826942085933,Low Risk,Normal,0.10577910810484176,1,0,0,North,501
8,2008-10-28,36.68018527230216,Low Risk,Normal,0.11324462392010953,1,0,0,East,705
9,2008-12-03,36.66400933241647,Low Risk,Normal,0.11761922695283827,1,0,0,North,826
8,2008-10-24,36.65464867316087,Low Risk,Normal,0.11054930126551654,1,0,0,East,622
4,2008-12-31,36.65030340209377,Low Risk,Normal,0.1482525512487567,1,0,0,North,1697
3,2008-12-19,36.64910629344399,Low Risk,Normal,0.13932756519644185,1,0,0,North,1442
0,2008-12-02,36.620920693314304,Low Risk,Normal,0.09068304626600576,1,0,0,South,47
9,2008-12-06,36.48708213137849,Low Risk,Normal,0.12946599853627094,1,0,0,North,1122
8,2008-12-01,36.463540292440435,Low Risk,Normal,0.10348808937188203,1,0,0,South,375
3,2008-12-04,36.459767691439794,Low Risk,Normal,0.13431890325122742,1,0,0,North,1254
4,2009-04-04,36.35572075169931,Low Risk,Normal,0.13981159598121812,1,0,0,North,1386
4,2009-04-07,36.334988713170084,Low Risk,Normal,0.14474977363424363,1,0,0,North,1522
3,2009-01-23,36.292891489326664,Low Risk,Normal,0.12193993900236633,1,0,0,West,861
2,2009-03-18,36.28655666922747,Low Risk,Normal,0.10082914898830947,1,0,0,West,257
1,2008-12-14,36.28395340671074,Low Risk,Normal,0.11735426515685005,1,0,0,North,728
4,2009-03-15,36.2615754135071,Low Risk,Normal,0.14161270407570742,1,0,0,North,1415
8,2008-11-11,36.26008672157864,Low Risk,Normal,0.12298432185504155,1,0,0,West,883
7,2008-12-03,36.247331544198225,Low Risk,Normal,0.1443243605610819,1,0,0,North,1489
4,2009-07-03,36.24389662006339,Low Risk,Normal,0.14628015045673876,1,0,0,North,1544
1,2008-12-04,36.229980316699645,Low Risk,Normal,0.10596107573220626,1,0,0,South,390
